date,selected_non_cash_count,buy_now_count,wait_for_pullback_count,do_not_buy_count,sgov_weight
2022-01-07,5,0,4,1,1.0
2022-01-14,5,0,1,4,1.0
2022-01-21,5,0,0,5,1.0
2022-01-28,5,0,1,4,1.0
2022-01-31,5,3,2,0,0.0
2022-02-04,5,3,2,0,0.0
2022-02-11,5,3,2,0,0.0
2022-02-18,5,0,4,1,1.0
2022-02-25,5,0,5,0,1.0
2022-02-28,5,1,4,0,0.0
2022-03-04,5,1,4,0,1.0
2022-03-11,5,0,5,0,1.0
2022-03-18,5,0,5,0,1.0
2022-03-25,5,3,2,0,0.0
2022-03-31,5,5,0,0,0.0
2022-04-01,5,4,1,0,0.0
2022-04-08,5,0,5,0,1.0
2022-04-22,5,0,1,4,1.0
2022-04-29,5,0,4,1,1.0
2022-05-06,5,1,2,2,0.0
2022-05-13,5,0,3,2,1.0
2022-05-20,5,2,2,1,0.0
2022-05-27,5,1,4,0,0.0
2022-05-31,5,0,5,0,1.0
2022-06-03,5,3,2,0,0.0
2022-06-10,5,1,3,1,0.0
2022-06-17,5,0,0,5,1.0
2022-06-24,5,0,4,1,1.0
2022-06-30,3,0,3,0,1.0
2022-07-01,3,0,3,0,1.0
2022-07-08,3,0,3,0,1.0
2022-07-15,3,0,2,1,1.0
2022-07-22,3,0,3,0,1.0
2022-07-29,3,0,3,0,1.0
2022-08-05,3,1,2,0,0.0
2022-08-12,3,1,2,0,0.0
2022-08-19,3,1,2,0,0.0
2022-08-26,3,0,3,0,1.0
2022-08-31,5,2,3,0,0.0
2022-09-02,5,1,3,1,0.0
2022-09-09,5,1,4,0,1.0
2022-09-16,5,0,3,2,1.0
2022-09-23,5,0,1,4,1.0
2022-09-30,3,0,3,0,1.0
2022-10-07,3,0,2,1,1.0
2022-10-14,3,0,2,1,1.0
2022-10-21,3,0,2,1,1.0
2022-10-28,3,2,0,1,0.0
2022-10-31,5,4,0,1,0.0
2022-11-04,5,4,0,1,0.0
2022-11-11,5,1,3,1,0.0
2022-11-18,5,0,4,1,1.0
2022-11-25,5,0,4,1,1.0
2022-11-30,5,1,3,1,0.0
2022-12-02,5,2,2,1,0.0
2022-12-09,5,0,3,2,1.0
2022-12-16,5,0,2,3,1.0
2022-12-23,5,1,3,1,0.0
2022-12-30,5,0,4,1,1.0
2023-01-06,5,0,4,1,1.0
2023-01-13,5,1,4,0,1.0
2023-01-20,5,2,2,1,1.0
2023-01-27,5,3,2,0,1.0
2023-01-31,5,5,0,0,0.0
2023-02-03,5,4,1,0,0.0
2023-02-10,5,1,4,0,0.0
2023-02-17,5,0,5,0,1.0
2023-02-24,5,0,3,2,1.0
2023-02-28,5,0,5,0,1.0
2023-03-03,5,1,4,0,1.0
2023-03-10,5,0,3,2,1.0
2023-03-17,5,0,1,4,1.0
2023-03-24,5,0,3,2,1.0
2023-03-31,5,5,0,0,0.0
2023-04-14,5,1,4,0,0.0
2023-04-21,5,2,2,1,0.0
2023-04-28,5,0,5,0,1.0
2023-05-05,5,1,4,0,0.0
2023-05-12,5,2,1,2,0.0
2023-05-19,5,2,3,0,0.0
2023-05-26,5,2,3,0,0.0
2023-05-31,5,5,0,0,0.0
2023-06-02,5,4,1,0,0.0
2023-06-09,5,5,0,0,0.0
2023-06-16,5,1,4,0,1.0
2023-06-23,5,0,4,1,1.0
2023-06-30,5,4,1,0,0.0
2023-07-07,5,1,4,0,0.0
2023-07-14,5,2,3,0,0.0
2023-07-21,5,3,2,0,0.0
2023-07-28,5,0,5,0,1.0
2023-07-31,5,4,1,0,0.0
2023-08-04,5,0,4,1,1.0
2023-08-11,5,0,2,3,1.0
2023-08-18,5,0,5,0,1.0
2023-08-25,5,1,4,0,0.0
2023-08-31,5,2,3,0,0.0
2023-09-01,5,1,4,0,0.0
2023-09-08,5,1,4,0,0.0
2023-09-15,5,0,2,3,1.0
2023-09-22,5,0,5,0,1.0
2023-09-29,5,0,5,0,1.0
2023-10-06,5,0,5,0,1.0
2023-10-13,5,0,5,0,1.0
2023-10-20,5,0,2,3,1.0
2023-10-27,5,0,4,1,1.0
2023-10-31,5,0,5,0,1.0
2023-11-03,5,2,3,0,0.0
2023-11-10,5,2,3,0,0.0
2023-11-17,5,3,2,0,0.0
2023-11-24,5,3,2,0,0.0
2023-11-30,5,5,0,0,0.0
2023-12-01,5,4,1,0,0.0
2023-12-08,5,1,3,1,1.0
2023-12-15,5,3,2,0,0.0
2023-12-22,5,1,4,0,0.0
2023-12-29,5,1,4,0,0.0
2024-01-05,5,1,3,1,0.0
2024-01-12,5,2,3,0,0.0
2024-01-19,5,2,2,1,0.0
2024-01-26,5,2,3,0,1.0
2024-01-31,5,2,3,0,0.0
2024-02-02,5,3,2,0,0.0
2024-02-09,5,4,1,0,0.0
2024-02-16,5,3,2,0,0.0
2024-02-23,5,2,3,0,0.0
2024-02-29,5,5,0,0,0.0
2024-03-01,5,4,1,0,0.0
2024-03-08,5,3,2,0,0.0
2024-03-15,5,0,5,0,1.0
2024-03-22,5,2,3,0,0.0
2024-04-05,5,0,5,0,1.0
2024-04-12,5,0,2,3,1.0
2024-04-19,5,0,0,5,1.0
2024-04-26,5,0,5,0,1.0
2024-04-30,4,0,4,0,1.0
2024-05-03,4,0,4,0,1.0
2024-05-10,4,2,2,0,0.0
2024-05-17,4,2,2,0,0.0
2024-05-24,4,1,3,0,0.0
2024-05-31,5,3,2,0,0.0
2024-06-07,5,0,3,2,1.0
2024-06-14,5,1,3,1,0.0
2024-06-21,5,1,4,0,0.0
2024-06-28,5,0,4,1,1.0
2024-07-05,5,1,4,0,0.0
2024-07-12,5,0,5,0,1.0
2024-07-19,5,1,2,2,0.0
2024-07-26,5,1,4,0,0.0
2024-07-31,5,5,0,0,0.0
2024-08-02,5,1,1,3,0.0
2024-08-09,5,1,4,0,0.0
2024-08-16,5,2,3,0,0.0
2024-08-23,5,2,3,0,0.0
2024-08-30,5,5,0,0,0.0
2024-09-06,5,0,2,3,1.0
2024-09-13,5,2,3,0,0.0
2024-09-20,5,2,3,0,0.0
2024-09-27,5,4,1,0,0.0
2024-09-30,5,5,0,0,0.0
2024-10-04,5,3,2,0,0.0
2024-10-11,5,2,3,0,0.0
2024-10-18,5,2,3,0,0.0
2024-10-25,5,0,3,2,1.0
2024-10-31,5,4,1,0,0.0
2024-11-01,5,3,1,1,0.0
2024-11-08,5,1,4,0,1.0
2024-11-15,5,0,4,1,1.0
2024-11-22,5,0,5,0,1.0
2024-11-29,5,0,5,0,1.0
2024-12-06,5,2,2,1,0.0
2024-12-13,5,2,3,0,0.0
2024-12-20,5,0,5,0,1.0
2024-12-27,5,0,5,0,1.0
2024-12-31,5,2,3,0,0.0
2025-01-03,5,3,2,0,1.0
2025-01-10,5,0,5,0,1.0
2025-01-17,5,4,1,0,0.0
2025-01-24,5,4,1,0,1.0
2025-01-31,5,4,1,0,0.0
2025-02-07,5,4,1,0,0.0
2025-02-14,5,5,0,0,0.0
2025-02-21,5,0,2,3,1.0
2025-02-28,5,0,5,0,1.0
2025-03-07,5,0,5,0,1.0
2025-03-14,5,0,4,1,1.0
2025-03-21,5,1,3,1,0.0
2025-03-28,5,3,0,2,0.0
2025-03-31,5,5,0,0,0.0
2025-04-04,5,0,1,4,1.0
2025-04-11,5,1,2,2,0.0
2025-04-25,5,1,4,0,1.0
2025-04-30,5,5,0,0,0.0
2025-05-02,5,4,1,0,0.0
2025-05-09,5,2,3,0,1.0
2025-05-16,5,1,4,0,1.0
2025-05-23,5,4,1,0,0.0
2025-05-30,5,4,1,0,0.0
2025-06-06,5,2,3,0,1.0
2025-06-13,5,1,3,1,1.0
2025-06-20,5,1,2,2,1.0
2025-06-27,5,1,4,0,1.0
2025-06-30,5,5,0,0,0.0
2025-07-11,5,3,2,0,1.0
2025-07-18,5,1,3,1,1.0
2025-07-25,5,3,2,0,0.0
2025-07-31,5,2,3,0,0.0
2025-08-01,5,2,2,1,0.0
2025-08-08,5,2,3,0,1.0
2025-08-15,5,2,3,0,1.0
2025-08-22,5,0,5,0,1.0
2025-08-29,5,0,4,1,1.0
2025-09-05,5,1,3,1,1.0
2025-09-12,5,4,1,0,0.0
2025-09-19,5,1,4,0,0.0
2025-09-26,5,2,3,0,1.0
2025-09-30,4,4,0,0,0.0
2025-10-03,4,1,3,0,0.0
2025-10-10,4,0,4,0,1.0
2025-10-17,4,0,3,1,1.0
2025-10-24,4,0,3,1,1.0
2025-10-31,4,4,0,0,0.0
2025-11-07,4,1,3,0,1.0
2025-11-14,4,2,2,0,0.0
2025-11-21,4,2,2,0,0.0
2025-11-28,4,2,2,0,0.0
2025-12-05,4,1,3,0,0.0
2025-12-12,4,1,3,0,1.0
2025-12-19,4,1,3,0,0.0
2025-12-26,4,0,4,0,1.0
2025-12-31,5,3,2,0,0.0
2026-01-02,5,3,2,0,0.0
2026-01-09,5,2,3,0,0.0
2026-01-16,5,3,2,0,0.0
2026-01-23,5,2,3,0,1.0
2026-01-30,5,0,4,1,1.0
2026-02-06,5,0,5,0,1.0
2026-02-13,5,0,5,0,1.0
2026-02-20,5,0,5,0,1.0
2026-02-27,5,1,4,0,1.0
2026-03-06,5,0,2,3,1.0
2026-03-13,5,0,1,4,1.0
2026-03-20,5,0,1,4,1.0
